stage,config_id,batch_norm,batch_size,patience,meth_variance_threshold,learning_rate,weight_decay,num_nodes,dropout,mean_train_c_index,sd_train_c_index,mean_val_c_index,sd_val_c_index,mean_test_c_index,sd_test_c_index,mean_epochs_trained,overfit_gap
conservative_joint_tuning,47,False,32,10,0.0005,0.0003,0.001,"[8, 4]",0.5,0.5584466465760071,0.05424412596471359,0.4285203218007158,0.08950105211731642,0.5841462054505662,0.08659583531400165,11.4,0.12992632477529126
conservative_joint_tuning,84,False,32,10,0.0005,0.001,0.001,"[8, 4]",0.6,0.5782826631989373,0.07236328619203213,0.428089059074371,0.08143617230710845,0.5802480222987296,0.0927890109629471,11.4,0.15019360412456628
conservative_joint_tuning,72,False,32,10,0.0005,0.0003,0.03,"[8, 4]",0.6,0.5575976791362692,0.05486725622782645,0.4224422468701817,0.08718075555787219,0.5818575127913099,0.09707417658423009,11.4,0.1351554322660875
conservative_joint_tuning,60,False,32,10,0.0005,0.0003,0.01,"[8, 4]",0.6,0.5578590955801422,0.055343307617503466,0.42197604640398134,0.08656510898612808,0.581698115398092,0.09884486923955516,11.4,0.1358830491761609
conservative_joint_tuning,48,False,32,10,0.0005,0.0003,0.001,"[8, 4]",0.6,0.5578909342682341,0.055249139083385274,0.42197386279524035,0.08733448102751484,0.581698115398092,0.09884486923955516,11.4,0.13591707147299376
conservative_joint_tuning,106,False,32,10,0.0005,0.001,0.03,"[8, 4]",0.4,0.5756426089472517,0.07068961154968018,0.4219258234029387,0.10932480406963331,0.571001562895694,0.1046872442270708,11.4,0.153716785544313
conservative_joint_tuning,82,False,32,10,0.0005,0.001,0.001,"[8, 4]",0.4,0.5754785973033888,0.0708940711511943,0.42192363979419767,0.11050459206163944,0.5719960333578054,0.1018148391126046,11.4,0.15355495750919113
conservative_joint_tuning,94,False,32,10,0.0005,0.001,0.01,"[8, 4]",0.4,0.5757207409336468,0.07092092080537872,0.42192363979419767,0.11050459206163944,0.5711609602889118,0.10255668608393215,11.4,0.1537971011394491
conservative_joint_tuning,36,False,32,10,0.0005,0.0001,0.03,"[8, 4]",0.6,0.5477640857484376,0.04931804769804038,0.41963194242053314,0.0882856517567471,0.5803086779439364,0.08799110047123473,11.4,0.12813214332790446
conservative_joint_tuning,12,False,32,10,0.0005,0.0001,0.001,"[8, 4]",0.6,0.5480126536499006,0.0493428074212226,0.4196297588117921,0.08914767271904438,0.5803086779439364,0.08799110047123473,11.4,0.1283828948381085
conservative_joint_tuning,35,False,32,10,0.0005,0.0001,0.03,"[8, 4]",0.5,0.5489558137540458,0.04903699480471807,0.41917229278055557,0.08524185311111065,0.5783613496135183,0.0832378155938507,11.4,0.12978352097349022
conservative_joint_tuning,23,False,32,10,0.0005,0.0001,0.01,"[8, 4]",0.5,0.5489526016184432,0.04895198996453529,0.41917229278055557,0.08524185311111065,0.5783613496135183,0.0832378155938507,11.4,0.1297803088378876
conservative_joint_tuning,11,False,32,10,0.0005,0.0001,0.001,"[8, 4]",0.5,0.5490609662251288,0.049019074092524394,0.418703908705614,0.0854248140707888,0.5783613496135183,0.0832378155938507,11.4,0.13035705751951476
conservative_joint_tuning,24,False,32,10,0.0005,0.0001,0.01,"[8, 4]",0.6,0.5478293691924226,0.04915604503358792,0.41869954148813215,0.08704048952593885,0.5803086779439364,0.08799110047123473,11.4,0.1291298277042905
conservative_joint_tuning,58,False,32,10,0.0005,0.0003,0.01,"[8, 4]",0.4,0.5603367442557659,0.056247514165252095,0.41588050260351955,0.09236289701381796,0.5725348811826658,0.09010348241561388,11.4,0.1444562416522463
conservative_joint_tuning,46,False,32,10,0.0005,0.0003,0.001,"[8, 4]",0.4,0.5603351381879647,0.05620599673395587,0.41588050260351955,0.09236289701381796,0.5725348811826658,0.09010348241561388,11.4,0.1444546355844451
conservative_joint_tuning,70,False,32,10,0.0005,0.0003,0.03,"[8, 4]",0.4,0.5605103923064364,0.05623858854148049,0.41541211852857807,0.09270342695135346,0.5725348811826658,0.09010348241561388,11.4,0.14509827377785833
conservative_joint_tuning,34,False,32,10,0.0005,0.0001,0.03,"[8, 4]",0.4,0.5494914951842016,0.050213669897470115,0.4140200679561996,0.08792219989324558,0.5777047169892447,0.08573087829689387,11.4,0.13547142722800198
conservative_joint_tuning,22,False,32,10,0.0005,0.0001,0.01,"[8, 4]",0.4,0.5494532322249046,0.05012542330632045,0.4135538674899991,0.08731780043382095,0.5773668791514069,0.08506598299062197,11.4,0.1358993647349055
conservative_joint_tuning,10,False,32,10,0.0005,0.0001,0.001,"[8, 4]",0.4,0.5495249399400948,0.05015679594192648,0.4135538674899991,0.08731780043382095,0.5777047169892447,0.08573087829689387,11.4,0.13597107245009565
