fold,n_test,n_features,epochs_trained,learning_rate,weight_decay,num_nodes,dropout,batch_norm,batch_size,patience,meth_variance_threshold,train_c_index,val_c_index,test_c_index,stage,config_id
4,111,330,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,36
5,111,315,12,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5361023484051876,0.3864168618266979,0.5594989561586639,conservative_joint_tuning,36
1,112,326,11,0.0003,0.001,[4],0.4,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,37
2,111,318,11,0.0003,0.001,[4],0.4,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,37
3,111,322,11,0.0003,0.001,[4],0.4,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,37
4,111,330,11,0.0003,0.001,[4],0.4,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,37
5,111,315,11,0.0003,0.001,[4],0.4,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,37
1,112,326,11,0.0003,0.001,[4],0.5,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,38
2,111,318,11,0.0003,0.001,[4],0.5,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,38
3,111,322,11,0.0003,0.001,[4],0.5,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,38
4,111,330,11,0.0003,0.001,[4],0.5,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,38
5,111,315,11,0.0003,0.001,[4],0.5,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,38
1,112,326,11,0.0003,0.001,[4],0.6,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,39
2,111,318,11,0.0003,0.001,[4],0.6,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,39
3,111,322,11,0.0003,0.001,[4],0.6,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,39
4,111,330,11,0.0003,0.001,[4],0.6,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,39
5,111,315,11,0.0003,0.001,[4],0.6,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,39
1,112,326,11,0.0003,0.001,[8],0.4,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,40
2,111,318,13,0.0003,0.001,[8],0.4,False,32,10,0.0005,0.672455295735901,0.5465116279069767,0.6585903083700441,conservative_joint_tuning,40
3,111,322,11,0.0003,0.001,[8],0.4,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,40
4,111,330,14,0.0003,0.001,[8],0.4,False,32,10,0.0005,0.6272577996715928,0.6714285714285714,0.5764705882352941,conservative_joint_tuning,40
5,111,315,11,0.0003,0.001,[8],0.4,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,40
1,112,326,11,0.0003,0.001,[8],0.5,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,41
2,111,318,13,0.0003,0.001,[8],0.5,False,32,10,0.0005,0.6660935350756534,0.5465116279069767,0.6431718061674009,conservative_joint_tuning,41
3,111,322,11,0.0003,0.001,[8],0.5,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,41
4,111,330,14,0.0003,0.001,[8],0.5,False,32,10,0.0005,0.6412151067323482,0.6979591836734694,0.5705882352941176,conservative_joint_tuning,41
5,111,315,11,0.0003,0.001,[8],0.5,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,41
1,112,326,11,0.0003,0.001,[8],0.6,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,42
2,111,318,13,0.0003,0.001,[8],0.6,False,32,10,0.0005,0.6547455295735901,0.5441860465116279,0.6145374449339207,conservative_joint_tuning,42
3,111,322,11,0.0003,0.001,[8],0.6,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,42
4,111,330,14,0.0003,0.001,[8],0.6,False,32,10,0.0005,0.6091954022988506,0.6816326530612244,0.5338235294117647,conservative_joint_tuning,42
5,111,315,11,0.0003,0.001,[8],0.6,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,42
1,112,326,11,0.0003,0.001,[16],0.4,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,43
2,111,318,12,0.0003,0.001,[16],0.4,False,32,10,0.0005,0.6617950481430537,0.7232558139534884,0.6806167400881057,conservative_joint_tuning,43
3,111,322,12,0.0003,0.001,[16],0.4,False,32,10,0.0005,0.6262829912023461,0.32867132867132864,0.6858108108108109,conservative_joint_tuning,43
4,111,330,12,0.0003,0.001,[16],0.4,False,32,10,0.0005,0.6405993431855501,0.6285714285714286,0.6867647058823529,conservative_joint_tuning,43
5,111,315,12,0.0003,0.001,[16],0.4,False,32,10,0.0005,0.615317209954434,0.5597189695550351,0.3883089770354906,conservative_joint_tuning,43
1,112,326,11,0.0003,0.001,[16],0.5,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,44
2,111,318,12,0.0003,0.001,[16],0.5,False,32,10,0.0005,0.6537138927097662,0.713953488372093,0.6762114537444934,conservative_joint_tuning,44
3,111,322,12,0.0003,0.001,[16],0.5,False,32,10,0.0005,0.6130865102639296,0.3123543123543124,0.6875,conservative_joint_tuning,44
4,111,330,12,0.0003,0.001,[16],0.5,False,32,10,0.0005,0.6395730706075534,0.6285714285714286,0.6838235294117647,conservative_joint_tuning,44
5,111,315,12,0.0003,0.001,[16],0.5,False,32,10,0.0005,0.6058534875569576,0.5620608899297423,0.3757828810020877,conservative_joint_tuning,44
1,112,326,11,0.0003,0.001,[16],0.6,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,45
2,111,318,12,0.0003,0.001,[16],0.6,False,32,10,0.0005,0.6528541953232462,0.7325581395348837,0.6806167400881057,conservative_joint_tuning,45
3,111,322,12,0.0003,0.001,[16],0.6,False,32,10,0.0005,0.6079545454545454,0.317016317016317,0.6807432432432432,conservative_joint_tuning,45
4,111,330,12,0.0003,0.001,[16],0.6,False,32,10,0.0005,0.6332101806239737,0.6346938775510204,0.6794117647058824,conservative_joint_tuning,45
5,111,315,12,0.0003,0.001,[16],0.6,False,32,10,0.0005,0.5918331580792149,0.5433255269320844,0.37160751565762007,conservative_joint_tuning,45
1,112,326,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,46
2,111,318,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,46
3,111,322,12,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.6187683284457478,0.5198135198135199,0.7162162162162162,conservative_joint_tuning,46
4,111,330,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,46
5,111,315,12,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.5683491062039958,0.3629976580796253,0.524008350730689,conservative_joint_tuning,46
1,112,326,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,47
2,111,318,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,47
3,111,322,12,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.6112536656891495,0.5268065268065268,0.7179054054054054,conservative_joint_tuning,47
4,111,330,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,47
5,111,315,12,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.5664213109008062,0.41920374707259955,0.5803757828810021,conservative_joint_tuning,47
1,112,326,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,48
2,111,318,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,48
3,111,322,12,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.6158357771260997,0.5151515151515151,0.7432432432432432,conservative_joint_tuning,48
4,111,330,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,48
5,111,315,12,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.5590606379249913,0.3981264637002342,0.5427974947807933,conservative_joint_tuning,48
1,112,326,11,0.0003,0.01,[4],0.4,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,49
2,111,318,11,0.0003,0.01,[4],0.4,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,49
3,111,322,11,0.0003,0.01,[4],0.4,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,49
4,111,330,11,0.0003,0.01,[4],0.4,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,49
5,111,315,11,0.0003,0.01,[4],0.4,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,49
1,112,326,11,0.0003,0.01,[4],0.5,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,50
2,111,318,11,0.0003,0.01,[4],0.5,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,50
3,111,322,11,0.0003,0.01,[4],0.5,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,50
4,111,330,11,0.0003,0.01,[4],0.5,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,50
5,111,315,11,0.0003,0.01,[4],0.5,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,50
1,112,326,11,0.0003,0.01,[4],0.6,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,51
2,111,318,11,0.0003,0.01,[4],0.6,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,51
3,111,322,11,0.0003,0.01,[4],0.6,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,51
4,111,330,11,0.0003,0.01,[4],0.6,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,51
5,111,315,11,0.0003,0.01,[4],0.6,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,51
1,112,326,11,0.0003,0.01,[8],0.4,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,52
2,111,318,13,0.0003,0.01,[8],0.4,False,32,10,0.0005,0.672455295735901,0.5465116279069767,0.6585903083700441,conservative_joint_tuning,52
3,111,322,11,0.0003,0.01,[8],0.4,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,52
4,111,330,14,0.0003,0.01,[8],0.4,False,32,10,0.0005,0.6272577996715928,0.6714285714285714,0.5764705882352941,conservative_joint_tuning,52
5,111,315,11,0.0003,0.01,[8],0.4,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,52
1,112,326,11,0.0003,0.01,[8],0.5,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,53
2,111,318,13,0.0003,0.01,[8],0.5,False,32,10,0.0005,0.6659215955983494,0.5465116279069767,0.6453744493392071,conservative_joint_tuning,53
3,111,322,11,0.0003,0.01,[8],0.5,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,53
4,111,330,14,0.0003,0.01,[8],0.5,False,32,10,0.0005,0.6412151067323482,0.6979591836734694,0.5705882352941176,conservative_joint_tuning,53
5,111,315,11,0.0003,0.01,[8],0.5,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,53
1,112,326,11,0.0003,0.01,[8],0.6,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,54
2,111,318,13,0.0003,0.01,[8],0.6,False,32,10,0.0005,0.6547455295735901,0.5441860465116279,0.6145374449339207,conservative_joint_tuning,54
3,111,322,11,0.0003,0.01,[8],0.6,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,54
4,111,330,14,0.0003,0.01,[8],0.6,False,32,10,0.0005,0.6098111658456487,0.6816326530612244,0.5338235294117647,conservative_joint_tuning,54
5,111,315,11,0.0003,0.01,[8],0.6,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,54
1,112,326,11,0.0003,0.01,[16],0.4,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,55
2,111,318,12,0.0003,0.01,[16],0.4,False,32,10,0.0005,0.6617950481430537,0.7232558139534884,0.6806167400881057,conservative_joint_tuning,55
3,111,322,12,0.0003,0.01,[16],0.4,False,32,10,0.0005,0.626099706744868,0.32867132867132864,0.6858108108108109,conservative_joint_tuning,55
4,111,330,12,0.0003,0.01,[16],0.4,False,32,10,0.0005,0.6408045977011494,0.6285714285714286,0.6867647058823529,conservative_joint_tuning,55
5,111,315,12,0.0003,0.01,[16],0.4,False,32,10,0.0005,0.615317209954434,0.5597189695550351,0.3883089770354906,conservative_joint_tuning,55
1,112,326,11,0.0003,0.01,[16],0.5,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,56
2,111,318,12,0.0003,0.01,[16],0.5,False,32,10,0.0005,0.6537138927097662,0.713953488372093,0.6762114537444934,conservative_joint_tuning,56
3,111,322,12,0.0003,0.01,[16],0.5,False,32,10,0.0005,0.6132697947214076,0.3123543123543124,0.6875,conservative_joint_tuning,56
4,111,330,12,0.0003,0.01,[16],0.5,False,32,10,0.0005,0.6395730706075534,0.6285714285714286,0.6838235294117647,conservative_joint_tuning,56
5,111,315,12,0.0003,0.01,[16],0.5,False,32,10,0.0005,0.6056782334384858,0.5620608899297423,0.3757828810020877,conservative_joint_tuning,56
1,112,326,11,0.0003,0.01,[16],0.6,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,57
2,111,318,12,0.0003,0.01,[16],0.6,False,32,10,0.0005,0.6530261348005502,0.7302325581395349,0.6806167400881057,conservative_joint_tuning,57
3,111,322,12,0.0003,0.01,[16],0.6,False,32,10,0.0005,0.6079545454545454,0.317016317016317,0.6790540540540541,conservative_joint_tuning,57
4,111,330,12,0.0003,0.01,[16],0.6,False,32,10,0.0005,0.6336206896551724,0.6346938775510204,0.6794117647058824,conservative_joint_tuning,57
5,111,315,12,0.0003,0.01,[16],0.6,False,32,10,0.0005,0.591657903960743,0.5433255269320844,0.3736951983298539,conservative_joint_tuning,57
1,112,326,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,58
2,111,318,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,58
3,111,322,12,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.6189516129032258,0.5198135198135199,0.7162162162162162,conservative_joint_tuning,58
4,111,330,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,58
5,111,315,12,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.568173852085524,0.3629976580796253,0.524008350730689,conservative_joint_tuning,58
1,112,326,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,59
2,111,318,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,59
3,111,322,12,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.6112536656891495,0.5268065268065268,0.7179054054054054,conservative_joint_tuning,59
4,111,330,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,59
5,111,315,12,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.5665965650192779,0.41920374707259955,0.5782881002087683,conservative_joint_tuning,59
1,112,326,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,60
2,111,318,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,60
3,111,322,12,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.6162023460410557,0.5128205128205128,0.7432432432432432,conservative_joint_tuning,60
4,111,330,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,60
5,111,315,12,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.5585348755695759,0.40046838407494145,0.5427974947807933,conservative_joint_tuning,60
1,112,326,11,0.0003,0.03,[4],0.4,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,61
2,111,318,11,0.0003,0.03,[4],0.4,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,61
3,111,322,11,0.0003,0.03,[4],0.4,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,61
4,111,330,11,0.0003,0.03,[4],0.4,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,61
5,111,315,11,0.0003,0.03,[4],0.4,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,61
1,112,326,11,0.0003,0.03,[4],0.5,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,62
2,111,318,11,0.0003,0.03,[4],0.5,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,62
3,111,322,11,0.0003,0.03,[4],0.5,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,62
4,111,330,11,0.0003,0.03,[4],0.5,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,62
5,111,315,11,0.0003,0.03,[4],0.5,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,62
1,112,326,11,0.0003,0.03,[4],0.6,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,63
2,111,318,11,0.0003,0.03,[4],0.6,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,63
3,111,322,11,0.0003,0.03,[4],0.6,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,63
4,111,330,11,0.0003,0.03,[4],0.6,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,63
5,111,315,11,0.0003,0.03,[4],0.6,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,63
1,112,326,11,0.0003,0.03,[8],0.4,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,64
2,111,318,13,0.0003,0.03,[8],0.4,False,32,10,0.0005,0.6722833562585969,0.5488372093023256,0.6585903083700441,conservative_joint_tuning,64
3,111,322,11,0.0003,0.03,[8],0.4,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,64
4,111,330,14,0.0003,0.03,[8],0.4,False,32,10,0.0005,0.6268472906403941,0.6714285714285714,0.5735294117647058,conservative_joint_tuning,64
5,111,315,11,0.0003,0.03,[8],0.4,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,64
1,112,326,11,0.0003,0.03,[8],0.5,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,65
2,111,318,13,0.0003,0.03,[8],0.5,False,32,10,0.0005,0.6659215955983494,0.5465116279069767,0.6453744493392071,conservative_joint_tuning,65
3,111,322,11,0.0003,0.03,[8],0.5,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,65
4,111,330,14,0.0003,0.03,[8],0.5,False,32,10,0.0005,0.6408045977011494,0.6979591836734694,0.5720588235294117,conservative_joint_tuning,65
5,111,315,11,0.0003,0.03,[8],0.5,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,65
1,112,326,11,0.0003,0.03,[8],0.6,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,66
2,111,318,13,0.0003,0.03,[8],0.6,False,32,10,0.0005,0.655433287482806,0.5441860465116279,0.6145374449339207,conservative_joint_tuning,66
3,111,322,11,0.0003,0.03,[8],0.6,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,66
4,111,330,14,0.0003,0.03,[8],0.6,False,32,10,0.0005,0.6094006568144499,0.6816326530612244,0.5338235294117647,conservative_joint_tuning,66
5,111,315,11,0.0003,0.03,[8],0.6,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,66
1,112,326,11,0.0003,0.03,[16],0.4,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,67
2,111,318,12,0.0003,0.03,[16],0.4,False,32,10,0.0005,0.6614511691884457,0.7232558139534884,0.6806167400881057,conservative_joint_tuning,67
3,111,322,12,0.0003,0.03,[16],0.4,False,32,10,0.0005,0.626099706744868,0.32867132867132864,0.6841216216216216,conservative_joint_tuning,67
4,111,330,12,0.0003,0.03,[16],0.4,False,32,10,0.0005,0.6414203612479474,0.6285714285714286,0.6867647058823529,conservative_joint_tuning,67
5,111,315,12,0.0003,0.03,[16],0.4,False,32,10,0.0005,0.6147914475990186,0.5597189695550351,0.3883089770354906,conservative_joint_tuning,67
1,112,326,11,0.0003,0.03,[16],0.5,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,68
2,111,318,12,0.0003,0.03,[16],0.5,False,32,10,0.0005,0.6531980742778541,0.713953488372093,0.6762114537444934,conservative_joint_tuning,68
3,111,322,12,0.0003,0.03,[16],0.5,False,32,10,0.0005,0.6134530791788856,0.3123543123543124,0.6858108108108109,conservative_joint_tuning,68
4,111,330,12,0.0003,0.03,[16],0.5,False,32,10,0.0005,0.6395730706075534,0.6285714285714286,0.6823529411764706,conservative_joint_tuning,68
5,111,315,12,0.0003,0.03,[16],0.5,False,32,10,0.0005,0.6056782334384858,0.5644028103044496,0.3778705636743215,conservative_joint_tuning,68
1,112,326,11,0.0003,0.03,[16],0.6,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,69
2,111,318,12,0.0003,0.03,[16],0.6,False,32,10,0.0005,0.6526822558459422,0.7302325581395349,0.6806167400881057,conservative_joint_tuning,69
3,111,322,12,0.0003,0.03,[16],0.6,False,32,10,0.0005,0.6081378299120235,0.317016317016317,0.6790540540540541,conservative_joint_tuning,69
4,111,330,12,0.0003,0.03,[16],0.6,False,32,10,0.0005,0.6332101806239737,0.6346938775510204,0.6794117647058824,conservative_joint_tuning,69
5,111,315,12,0.0003,0.03,[16],0.6,False,32,10,0.0005,0.5920084121976866,0.5433255269320844,0.37160751565762007,conservative_joint_tuning,69
1,112,326,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,70
2,111,318,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,70
3,111,322,12,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.6187683284457478,0.5198135198135199,0.7162162162162162,conservative_joint_tuning,70
4,111,330,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,70
5,111,315,12,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.5692253767963548,0.36065573770491804,0.524008350730689,conservative_joint_tuning,70
1,112,326,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,71
2,111,318,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,71
3,111,322,12,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.6110703812316716,0.5291375291375291,0.7179054054054054,conservative_joint_tuning,71
4,111,330,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,71
5,111,315,12,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.5671223273746933,0.41920374707259955,0.5845511482254697,conservative_joint_tuning,71
1,112,326,11,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,72
2,111,318,11,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,72
3,111,322,12,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.6143695014662757,0.5151515151515151,0.7398648648648649,conservative_joint_tuning,72
4,111,330,11,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,72
5,111,315,12,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5590606379249913,0.40046838407494145,0.5469728601252609,conservative_joint_tuning,72
1,112,326,11,0.001,0.001,[4],0.4,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,73
