fold,n_test,epochs_trained,learning_rate,weight_decay,num_nodes,dropout,batch_norm,batch_size,patience,train_c_index,val_c_index,test_c_index,stage,config_id
1,112,11,0.0001,0.03,[16],0.4,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,31
2,111,12,0.0001,0.03,[16],0.4,False,32,10,0.6291265474552957,0.6511627906976745,,conservative_joint_tuning,31
3,111,12,0.0001,0.03,[16],0.4,False,32,10,0.6504765395894428,0.5407925407925408,,conservative_joint_tuning,31
4,111,12,0.0001,0.03,[16],0.4,False,32,10,0.6426518883415435,0.5183673469387755,,conservative_joint_tuning,31
5,111,12,0.0001,0.03,[16],0.4,False,32,10,0.6445846477392219,0.6182669789227166,,conservative_joint_tuning,31
1,112,11,0.0001,0.03,[16],0.5,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,32
2,111,12,0.0001,0.03,[16],0.5,False,32,10,0.6262035763411279,0.6488372093023256,,conservative_joint_tuning,32
3,111,12,0.0001,0.03,[16],0.5,False,32,10,0.6486436950146628,0.5407925407925408,,conservative_joint_tuning,32
4,111,12,0.0001,0.03,[16],0.5,False,32,10,0.6426518883415435,0.5183673469387755,,conservative_joint_tuning,32
5,111,12,0.0001,0.03,[16],0.5,False,32,10,0.6435331230283912,0.6182669789227166,,conservative_joint_tuning,32
1,112,11,0.0001,0.03,[16],0.6,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,33
2,111,12,0.0001,0.03,[16],0.6,False,32,10,0.6263755158184319,0.6511627906976745,,conservative_joint_tuning,33
3,111,12,0.0001,0.03,[16],0.6,False,32,10,0.6477272727272727,0.5407925407925408,,conservative_joint_tuning,33
4,111,12,0.0001,0.03,[16],0.6,False,32,10,0.6424466338259441,0.5163265306122449,,conservative_joint_tuning,33
5,111,12,0.0001,0.03,[16],0.6,False,32,10,0.6423063441990887,0.6182669789227166,,conservative_joint_tuning,33
1,112,12,0.0001,0.03,"[8, 4]",0.4,False,32,10,0.6408745247148289,0.6148796498905909,,conservative_joint_tuning,34
2,111,11,0.0001,0.03,"[8, 4]",0.4,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,34
3,111,11,0.0001,0.03,"[8, 4]",0.4,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,34
4,111,11,0.0001,0.03,"[8, 4]",0.4,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,34
5,111,11,0.0001,0.03,"[8, 4]",0.4,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,34
1,112,12,0.0001,0.03,"[8, 4]",0.5,False,32,10,0.6378326996197718,0.6192560175054704,,conservative_joint_tuning,35
2,111,11,0.0001,0.03,"[8, 4]",0.5,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,35
3,111,11,0.0001,0.03,"[8, 4]",0.5,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,35
4,111,11,0.0001,0.03,"[8, 4]",0.5,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,35
5,111,11,0.0001,0.03,"[8, 4]",0.5,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,35
1,112,12,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.635361216730038,0.6192560175054704,,conservative_joint_tuning,36
2,111,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,36
3,111,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,36
4,111,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,36
5,111,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,36
1,112,13,0.0003,0.001,[4],0.4,False,32,10,0.3966730038022814,0.21444201312910285,,conservative_joint_tuning,37
2,111,11,0.0003,0.001,[4],0.4,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,37
3,111,11,0.0003,0.001,[4],0.4,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,37
4,111,11,0.0003,0.001,[4],0.4,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,37
5,111,11,0.0003,0.001,[4],0.4,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,37
1,112,13,0.0003,0.001,[4],0.5,False,32,10,0.3993346007604563,0.212253829321663,,conservative_joint_tuning,38
2,111,11,0.0003,0.001,[4],0.5,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,38
3,111,11,0.0003,0.001,[4],0.5,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,38
4,111,11,0.0003,0.001,[4],0.5,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,38
5,111,11,0.0003,0.001,[4],0.5,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,38
1,112,13,0.0003,0.001,[4],0.6,False,32,10,0.4002851711026616,0.20787746170678337,,conservative_joint_tuning,39
2,111,11,0.0003,0.001,[4],0.6,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,39
3,111,11,0.0003,0.001,[4],0.6,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,39
4,111,11,0.0003,0.001,[4],0.6,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,39
5,111,11,0.0003,0.001,[4],0.6,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,39
1,112,12,0.0003,0.001,[8],0.4,False,32,10,0.4806083650190114,0.6214442013129103,,conservative_joint_tuning,40
2,111,12,0.0003,0.001,[8],0.4,False,32,10,0.515990371389271,0.5255813953488372,,conservative_joint_tuning,40
3,111,12,0.0003,0.001,[8],0.4,False,32,10,0.46847507331378296,0.5501165501165501,,conservative_joint_tuning,40
4,111,12,0.0003,0.001,[8],0.4,False,32,10,0.5194991789819376,0.5612244897959183,,conservative_joint_tuning,40
5,111,12,0.0003,0.001,[8],0.4,False,32,10,0.53242201191728,0.6838407494145199,,conservative_joint_tuning,40
1,112,12,0.0003,0.001,[8],0.5,False,32,10,0.4796577946768061,0.6236323851203501,,conservative_joint_tuning,41
2,111,12,0.0003,0.001,[8],0.5,False,32,10,0.5165061898211829,0.5255813953488372,,conservative_joint_tuning,41
3,111,12,0.0003,0.001,[8],0.5,False,32,10,0.46865835777126097,0.5524475524475524,,conservative_joint_tuning,41
4,111,12,0.0003,0.001,[8],0.5,False,32,10,0.5217569786535303,0.563265306122449,,conservative_joint_tuning,41
5,111,12,0.0003,0.001,[8],0.5,False,32,10,0.5318962495618647,0.6838407494145199,,conservative_joint_tuning,41
1,112,12,0.0003,0.001,[8],0.6,False,32,10,0.47889733840304183,0.6236323851203501,,conservative_joint_tuning,42
2,111,12,0.0003,0.001,[8],0.6,False,32,10,0.5161623108665749,0.5302325581395348,,conservative_joint_tuning,42
3,111,12,0.0003,0.001,[8],0.6,False,32,10,0.46957478005865105,0.5524475524475524,,conservative_joint_tuning,42
4,111,12,0.0003,0.001,[8],0.6,False,32,10,0.5194991789819376,0.5571428571428572,,conservative_joint_tuning,42
5,111,12,0.0003,0.001,[8],0.6,False,32,10,0.5322467577988083,0.6814988290398126,,conservative_joint_tuning,42
1,112,11,0.0003,0.001,[16],0.4,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,43
2,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6373796423658872,0.6558139534883721,,conservative_joint_tuning,43
3,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6618401759530792,0.5361305361305362,,conservative_joint_tuning,43
4,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6543513957307061,0.5122448979591837,,conservative_joint_tuning,43
5,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6536978618997547,0.6487119437939111,,conservative_joint_tuning,43
1,112,11,0.0003,0.001,[16],0.5,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,44
2,111,12,0.0003,0.001,[16],0.5,False,32,10,0.6354883081155434,0.6488372093023256,,conservative_joint_tuning,44
3,111,12,0.0003,0.001,[16],0.5,False,32,10,0.6589076246334311,0.5384615384615384,,conservative_joint_tuning,44
4,111,12,0.0003,0.001,[16],0.5,False,32,10,0.6547619047619048,0.5122448979591837,,conservative_joint_tuning,44
5,111,12,0.0003,0.001,[16],0.5,False,32,10,0.652646337188924,0.639344262295082,,conservative_joint_tuning,44
1,112,11,0.0003,0.001,[16],0.6,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,45
2,111,12,0.0003,0.001,[16],0.6,False,32,10,0.6353163686382394,0.6511627906976745,,conservative_joint_tuning,45
3,111,12,0.0003,0.001,[16],0.6,False,32,10,0.656891495601173,0.5384615384615384,,conservative_joint_tuning,45
4,111,12,0.0003,0.001,[16],0.6,False,32,10,0.6529146141215106,0.5142857142857142,,conservative_joint_tuning,45
5,111,12,0.0003,0.001,[16],0.6,False,32,10,0.6491412548194883,0.6370023419203747,,conservative_joint_tuning,45
1,112,12,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.6450570342205323,0.6083150984682714,,conservative_joint_tuning,46
